num_samples,n_estimators,rounds,input_size,hidden_sizes,first_dropout,middle_dropout,last_dropout,weight_decay,last_non_linearity,middle_non_linearity,non_linearity,input_transform,lr,lr_alpha,lr_steps,input_size_freq,uncertainty_weights,compression,compression_parameter,seed,output_size,batch_size,model_avg_auc_pr,model_avg_logloss,TN,FP,FN,TP,accuracy,precision,recall
500,100,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,random subset,0.4,45,309,1298,0.5354486447659949,0.7168447495619048,85,80,58,107,0.5818181818181818,0.5721925133689839,0.6484848484848484
500,100,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,random subset,0.4,46,309,1298,0.5354486447659949,0.7168447721753799,93,72,61,104,0.5969696969696969,0.5909090909090909,0.6303030303030303
500,100,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,random subset,0.4,47,309,1298,0.5354486447659949,0.716844730380867,85,80,56,109,0.5878787878787879,0.5767195767195767,0.6606060606060606
500,100,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,random subset,0.4,48,309,1298,0.5354486447659949,0.716844753401604,86,79,65,100,0.5636363636363636,0.5586592178770949,0.6060606060606061
500,100,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,random subset,0.4,49,309,1298,0.5354486447659949,0.7168446978023904,91,74,66,99,0.5757575757575758,0.5722543352601156,0.6
500,100,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,random subset,0.6,0,309,1298,0.5528563099435235,0.7150592470546192,103,62,61,104,0.6272727272727273,0.6265060240963856,0.6303030303030303
500,100,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,random subset,0.6,1,309,1298,0.5528563099435235,0.7150592391522675,99,66,52,113,0.6424242424242425,0.6312849162011173,0.6848484848484848
500,100,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,random subset,0.6,2,309,1298,0.5528563099435235,0.7150592225887442,97,68,60,105,0.6121212121212121,0.6069364161849711,0.6363636363636364
500,100,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,random subset,0.6,3,309,1298,0.5528563099435235,0.7150592721087596,88,77,54,111,0.603030303030303,0.5904255319148937,0.6727272727272727
500,100,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,random subset,0.6,4,309,1298,0.5528563099435235,0.7150592642227,97,68,59,106,0.6151515151515151,0.6091954022988506,0.6424242424242425
